Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
1029,12.16231,20.78221,5.139354,18.63214,6.206654
1031,12.495,20.80237,5.183688,18.84449,6.227054
1033,12.89685,20.90881,5.284239,18.7629,6.194191
1035,13.27762,20.79513,5.284086,18.65299,6.215298
1037,14.3054,21.16858,5.351869,18.80074,6.423249
1039,14.98659,21.27108,5.516098,18.81633,6.506151
1041,15.37005,21.25718,5.376455,18.85181,6.566414
1043,15.63961,21.29483,5.361135,18.85157,6.550283
1045,15.79498,21.24647,5.338791,19.0157,6.497606
1047,15.93614,21.29872,5.519783,19.00429,6.51033
1049,16.06765,21.25741,5.510759,19.12367,6.549016
1051,16.20786,21.25363,5.502272,19.05334,6.458946
1053,16.37766,21.17714,5.503332,19.24135,6.732345
1055,16.5425,21.39192,5.737077,19.33311,6.747791
1057,16.71193,21.62952,5.86272,19.40756,6.740721
1059,16.85483,21.64829,5.770295,19.46836,6.76532
1061,17.21343,21.83223,5.722073,19.42739,6.790336
1063,17.79422,21.5432,5.487256,19.48624,6.679089
1065,17.85128,21.3936,5.387686,19.41134,6.629168
1067,17.90985,21.42363,5.469789,19.36704,6.58376
1069,17.96875,21.29024,5.478375,19.2889,6.524543
1071,18.01953,21.20604,5.461673,18.99955,6.455719
1073,18.11623,21.30178,5.532102,19.03574,6.482315
1075,18.1876,21.32488,5.716745,19.12526,6.552338
1077,18.24863,21.58598,5.789971,19.19937,6.695407
1079,18.46826,21.68465,5.91768,19.60317,6.778138
1081,18.70967,21.92256,5.955418,19.9893,7.003211
1083,19.13301,22.20795,6.140271,20.52743,7.413207
1085,19.37835,22.80045,6.272248,20.78015,7.525214
1087,19.3341,23.0371,6.442105,21.23762,7.604639
1089,19.29191,22.82395,6.406941,20.86027,7.436012
1091,19.26659,22.87261,6.274658,20.78163,7.316133
1093,19.24497,22.86364,6.137513,20.61208,7.263404
1095,19.22705,22.86814,6.124681,20.54198,7.256771
1097,19.18285,22.57431,6.081687,20.45342,7.236591
1099,19.11697,22.27749,5.942368,20.32012,7.068582
1101,19.0551,21.88051,5.930161,20.20512,6.977097
1103,18.97809,22.24977,5.933739,20.11177,6.798374
1105,19.77719,22.35622,6.040375,20.5731,6.92893
1107,19.8779,22.51948,6.16117,20.56511,7.120581
1109,19.895,22.52858,6.181374,20.5089,7.1359
1111,19.88465,22.42008,6.124021,20.38073,7.168664
1113,19.79955,22.13988,6.049775,20.28251,7.022602
1115,19.81903,22.13283,6.006919,20.2278,7.067486
1117,19.83916,22.16601,5.932285,20.28835,7.051444
1119,19.88366,22.26753,5.966472,20.34974,7.043094
1121,19.96576,22.47366,6.059204,20.4355,7.124492
1123,20.00372,22.53374,5.90887,20.47955,7.183581
1125,20.02919,22.49682,5.862661,20.56161,7.212365
1127,19.89798,22.55311,5.828428,20.46391,7.247313
1129,19.8111,22.54056,5.628844,20.23624,7.235556
1131,19.8117,22.6083,5.650439,20.20933,7.237089
1133,19.75572,22.55003,5.690866,20.41634,7.199031
1135,19.74907,22.52353,5.550159,20.19711,7.138358
1137,19.76016,22.60823,5.818908,20.60417,7.284999
1139,19.76774,22.62021,5.896183,20.70917,7.445683
1141,19.84462,23.30957,6.184384,21.54811,7.685333
1143,20.15749,23.41846,6.265743,21.71662,7.840617
1145,20.60675,23.72208,6.454589,21.80972,8.049947
1147,20.84588,24.21678,7.035742,22.07516,8.314882
1149,20.85871,24.17635,7.148845,22.031,8.311173
1151,20.83945,24.28756,6.902346,22.24224,8.378458
1153,20.79378,24.7329,6.698048,22.63013,8.486047
1155,20.75168,25.15028,6.736257,22.67339,8.586194
1157,20.68931,25.23361,6.748536,22.68525,8.615466
1159,20.6167,25.29809,6.751136,22.65592,8.583291
1161,20.56866,25.37227,6.733589,22.61369,8.602633
1163,20.4543,24.3515,6.534015,22.33338,8.478668
1165,20.36938,23.92021,6.560423,22.1365,8.335695
1167,20.2951,23.75925,6.55989,22.11411,8.268398
1169,20.22368,23.74712,6.583156,22.06662,8.223904
1171,20.11438,23.73896,6.626994,22.04571,8.199408
1173,20.0341,23.74541,6.730336,21.93746,8.192521
1175,20.03111,23.92422,6.741519,22.04326,8.326132
1177,20.02405,24.06511,6.691845,22.07345,8.37909
1179,19.98979,24.04749,6.657742,21.99029,8.386314
1181,19.9106,23.93853,6.7005,21.99241,8.359988
1183,19.83824,23.91829,6.447725,21.90431,8.393888
1185,19.80434,24.29363,6.590541,22.08909,8.452099
1187,19.73948,24.25782,6.693944,22.10763,8.223809
1189,19.42559,23.72912,6.847813,21.96943,8.227962
1191,19.36305,23.91463,6.844608,21.96362,8.484262
1193,19.24022,23.69569,6.790066,21.91351,8.45119
1195,19.09022,23.50345,6.689705,21.72569,8.452037
1197,18.96147,23.51714,6.685962,21.74505,8.46632
1199,18.85559,23.53738,6.79682,21.75009,8.476751
1201,18.67646,23.54599,6.982534,21.73513,8.531101
1203,18.47142,23.53522,7.065701,21.80577,8.537416
1205,18.5153,23.54858,6.93229,21.79792,8.531914
1207,18.54291,23.57581,6.862997,21.82735,8.580106
1209,18.56258,23.619,7.000878,21.83873,8.656643
1211,18.58125,23.74624,7.08485,21.89335,8.691566
1213,18.62095,23.88244,7.100746,22.03164,8.768979
1215,18.6296,23.85305,7.12624,22.05608,8.83675
1217,18.31819,23.92031,7.136629,22.0934,8.967734
1219,17.99405,23.89709,7.140281,22.13329,8.99856
1221,17.74688,23.86441,7.125306,22.11069,9.042123
1223,17.63564,23.81233,7.113869,22.12864,9.026905
1225,17.51997,23.79496,7.091704,22.03146,8.949714
1227,17.40426,23.77135,7.069562,21.94226,8.985517
1229,17.26478,23.60451,7.069929,21.96804,8.864347
1231,17.0409,23.57857,7.089486,21.97213,8.837411
1233,16.74789,23.55954,7.043309,22.04276,8.827082
1235,16.70747,23.55971,6.959863,22.08417,8.827223
1237,16.22578,23.59075,6.807947,21.79987,8.723243
1239,15.79635,23.55475,6.826582,21.66212,8.768431
1241,15.64711,23.55922,6.971795,21.57563,8.757945
1243,15.59136,23.52403,7.051644,21.54192,8.757505
1245,15.64981,23.51521,7.078471,21.53233,8.742706
1247,15.745,23.52258,7.24076,21.51503,8.725315
1249,15.8651,23.53435,7.193431,21.50424,8.708584
1251,15.95576,23.54022,7.126537,21.38067,8.659661
1253,16.02821,22.95041,7.012111,21.11295,8.583451
1255,16.1092,22.93087,6.957965,21.01928,8.521303
1257,16.16779,22.88129,6.883667,20.93317,8.59373
1259,16.40399,22.89466,6.850942,20.85636,8.647129
1261,16.56675,23.11182,6.911181,20.9646,8.678377
1263,16.18703,23.10201,6.963003,20.97384,8.670589
1265,16.28282,23.07794,6.995703,20.93114,8.663459
1267,16.31487,23.0227,6.950727,20.88429,8.60912
1269,16.34782,22.99704,6.938873,20.84363,8.560133
1271,16.38013,22.97075,6.875561,20.80607,8.571169
1273,16.36648,22.91701,6.748113,20.75744,8.3958
1275,16.3635,22.73724,6.502345,20.71308,8.274502
1277,16.35628,22.63411,6.327733,20.50206,8.021424
1279,16.21511,21.98357,6.108799,20.07882,7.833098
1281,16.0538,21.36841,5.415002,19.40685,7.44548
1283,15.71607,20.60264,5.235942,18.9618,7.004802
1285,15.56273,20.1263,5.001971,18.45378,6.768658
1287,15.63,20.01584,4.795243,18.24807,6.611523
1289,15.70221,20.02998,4.798074,18.20435,6.618631
1291,15.77443,20.04412,4.800905,18.16063,6.648014
1293,15.84664,20.13972,4.803736,18.16186,6.683622
1295,15.91885,20.26365,4.806567,18.13864,6.71923
1297,15.99222,20.26921,4.809398,18.06493,6.761699
1299,16.29507,20.44227,4.812229,18.03226,6.773816
1301,16.92884,20.78486,4.972471,18.13192,6.861322
1303,17.37155,21.26571,5.035429,18.27876,6.933263
1305,16.70515,20.57175,4.944881,17.81472,6.606116
1307,16.78695,19.95959,4.804194,17.61861,6.427065
1309,16.96208,19.90244,4.804133,17.49165,6.421812
1311,17.14883,19.83545,4.746778,17.34378,6.428309
1313,17.3355,19.865,4.693453,17.37956,6.473196
1315,17.85146,20.30204,4.6318,17.65568,6.69293
1317,18.14007,20.45462,4.558457,17.72722,6.75822
1319,18.40253,20.42766,4.371979,17.75047,6.678638
1321,18.62739,20.10208,4.192681,17.65185,6.610907
1323,18.90165,19.78692,4.420494,17.7073,6.676923
1325,19.16056,19.70653,4.627192,17.80649,6.672392
1327,19.38972,19.66325,4.705698,17.81712,6.563714
1329,19.61711,19.5993,4.685406,17.82914,6.444666
1331,19.90083,19.65051,4.634274,17.80502,6.328727
1333,20.34113,19.38015,4.581148,17.51028,6.174941
1335,21.15919,19.62499,4.639039,17.65767,6.151575
1337,21.86841,19.89771,4.574921,17.56291,6.059468
1339,22.46534,20.19953,4.791436,17.6695,5.938703
1341,23.48916,20.17286,4.686506,17.52277,5.876437
1343,23.64766,19.99453,4.6856,17.5109,5.741185
1345,23.46217,19.69916,4.777999,17.29968,5.645497
1347,23.46578,19.2985,4.808646,17.09976,5.461398
1349,23.83054,19.09339,4.512,17.11631,5.440304
1351,24.06544,18.88543,4.5717,17.05074,5.490179
1353,24.45417,19.05771,4.561466,16.92298,5.478027
1355,24.6982,19.31306,4.702945,17.18354,5.523919
1357,24.86156,19.29402,4.588135,17.15659,5.595074
1359,24.9366,19.21358,4.518289,17.06481,5.60391
1361,24.9845,19.26453,4.504387,16.93842,5.588548
1363,24.9833,19.25686,4.432119,16.95847,5.534824
1365,24.9896,19.14537,4.353055,16.94523,5.467368
1367,24.99117,19.05128,4.289872,16.89689,5.354469
1369,24.99274,18.95718,4.245971,16.71295,5.325041
1371,24.99431,18.86309,4.200512,16.66111,5.295613
1373,24.97024,18.64767,4.07796,16.50491,5.270235
1375,24.9076,18.54531,3.981436,16.41378,5.200385
1377,24.84924,18.49882,3.900859,16.27626,5.126801
1379,24.78958,18.3525,3.827468,16.14216,4.999791
1381,24.71913,18.01242,3.76787,15.9264,4.884026
1383,24.63788,17.72037,3.687469,15.7185,4.818474
1385,24.53179,17.38318,3.619974,15.42323,4.680105
1387,24.46395,17.23896,3.59401,15.25443,4.536181
1389,24.39683,17.23182,3.56892,15.09449,4.429743
1391,24.2774,16.81308,3.378569,14.96701,4.307137
1393,24.17435,16.68943,3.306278,14.88863,4.286769
1395,24.0713,16.56577,3.284036,14.80933,4.249368
1397,23.96795,16.4421,3.267023,14.76157,4.199231
1399,23.86837,16.35846,3.233959,14.72411,4.166401
1401,23.72841,16.28982,3.174044,14.70539,4.15085
1403,23.50655,16.22555,3.132225,14.67596,4.106459
1405,23.30548,16.21314,2.996018,14.66181,4.07418
1407,23.12603,16.25846,2.804395,14.63934,4.071893
1409,22.9675,16.43122,3.086239,14.77313,4.077212
1411,22.76754,16.60909,3.055016,14.69463,4.061383
1413,22.55916,16.87154,3.012535,14.53157,4.038949
1415,22.37381,16.93836,3.043128,14.46846,4.104572
1417,22.259,16.87536,3.029153,14.55186,4.227334
1419,22.20243,16.84364,3.023147,14.54446,4.319524
1421,22.17101,16.99921,3.037474,14.95625,4.478904
1423,22.47456,17.21256,3.158797,15.23731,4.558954
1425,23.07688,17.54349,3.259897,15.46859,4.705293
1427,23.33572,18.06269,3.647399,15.76774,4.95238
1429,23.39166,18.15595,3.757337,16.10115,5.01106
1431,23.30019,18.19449,3.768809,16.01965,5.053338
1433,23.19359,18.23267,3.776308,15.97451,5.041208
1435,22.85534,18.23023,3.763658,15.85011,4.955919
1437,22.31112,18.15356,3.721998,15.7363,4.772731
1439,22.06405,18.11483,3.698833,15.52119,4.728745
1441,21.83739,18.07921,3.631056,15.37292,4.694251
1443,21.63113,17.9713,3.632159,15.33672,4.686328
1445,21.42233,17.86337,3.633261,15.27841,4.655002
1447,21.18847,17.7107,3.630548,15.31796,4.623207
1449,20.92961,17.57007,3.583189,15.2968,4.617761
1451,20.71904,17.53977,3.586321,15.3244,4.685306
1453,20.5246,17.58635,3.639131,15.4293,4.651627
1455,20.33042,17.72618,3.71785,15.67341,4.621519
1457,20.18729,17.86404,3.716529,15.85494,4.527329
1459,19.88767,17.99426,3.706023,15.89447,4.618451
1461,19.4638,18.18843,3.728048,15.95822,4.764904
1463,19.5271,18.63827,3.862051,16.32683,4.965961
1465,19.75598,18.81276,3.811523,16.66812,5.138022
1467,20.44359,19.49241,4.084335,17.12766,5.386981
1469,21.08706,19.55723,4.240498,17.62681,5.574238
1471,21.33798,19.56731,4.299414,17.80537,5.692673
1473,21.42645,19.69947,4.458672,17.87762,5.741547
1475,21.51984,19.95173,4.48518,18.03679,5.798703
1477,21.62796,20.09292,4.439279,18.32533,5.881731
1479,21.72684,19.91901,4.725471,18.41488,5.997417
1481,21.69242,20.08916,4.769123,18.52884,6.241369
1483,21.63895,20.31712,4.855724,18.65292,6.427586
1485,21.56149,20.74596,5.040545,18.88601,6.750546
1487,21.51405,21.18804,5.753074,19.23189,7.051856
1489,21.41783,21.57041,5.969406,19.62209,7.252562
1491,21.31957,21.84235,6.306257,19.89182,7.513774
1493,21.22564,22.47439,6.689762,20.39199,7.708351
1495,21.13555,22.58872,6.920657,20.82034,7.995061
1497,21.10078,22.91802,7.09026,21.28906,8.444595
1499,20.81341,23.5478,7.200968,21.77004,8.845893
1501,20.17714,23.67877,7.045783,22.01587,8.720463
1503,19.70162,23.53758,6.92433,21.90415,8.589335
1505,19.50891,23.56021,6.880937,21.8154,8.557365
1507,19.31619,23.55628,6.837544,21.68469,8.543942
1509,19.1139,23.5486,6.794145,21.62444,8.539694
1511,18.90623,23.53083,6.74786,21.52001,8.530304
1513,18.6984,23.50292,6.70162,21.40231,8.496868
1515,18.16063,23.12293,6.658235,21.26501,8.420068
1517,17.84955,23.07067,6.624428,21.20152,8.412654
1519,17.54026,22.96734,6.591601,21.13533,8.427892
1521,17.27027,23.00603,6.581757,21.19061,8.515128
1523,16.99998,22.79944,6.554947,21.09851,8.426894
1525,16.75817,22.79199,6.523512,21.00881,8.391449
1527,16.73206,22.92643,6.654186,21.23074,8.74489
1529,16.73069,23.08633,6.718725,21.41746,8.779553
1531,16.87192,23.43108,6.836396,21.67185,9.067788
1533,16.45668,23.30398,6.778478,21.67593,8.97172
1535,15.67066,23.02249,6.750403,21.59176,8.918871
1537,14.9929,22.78658,6.747974,21.28613,8.844727
1539,14.42342,22.5064,6.765427,20.96646,8.751264
1541,13.3305,22.42906,6.752284,20.71439,8.405514
1543,12.86349,22.34241,6.753126,20.30486,8.323928
1545,12.60368,22.34993,6.767735,20.31062,8.276058
1547,12.35152,22.15507,6.686673,20.03594,8.196252
1549,11.95151,21.8115,6.477562,19.88467,8.055605
1551,11.6815,21.73309,6.33233,19.79059,8.032038
1553,11.28407,21.45246,6.249596,19.65578,7.953424
1555,11.10519,21.17041,6.247155,19.49088,7.761478
1557,11.09206,21.22852,6.258827,19.49821,7.66057
1559,11.17494,21.31359,6.270563,19.46124,7.641281
1561,11.26234,21.25321,6.285272,19.59832,7.704852
1563,11.56559,21.31594,6.385219,19.83596,7.781547
1565,11.8751,21.49111,6.37767,19.95374,7.922362
1567,12.24137,21.5977,6.418126,20.14015,7.94883
1569,12.52168,21.64551,6.488672,20.39726,7.950469
1571,12.71978,22.02072,6.523132,20.64448,8.059126
1573,12.86466,22.23462,6.687784,20.9169,8.143522
1575,13.01198,22.50447,6.962709,21.3092,8.488995
1577,13.22516,23.0307,7.094919,21.68036,8.732539
1579,13.29388,23.13068,7.17968,21.73922,8.77469
1581,13.42406,23.31305,7.260387,21.86702,8.810582
1583,13.48868,23.57701,7.415512,22.0386,8.966313
1585,13.55898,23.73442,7.492511,22.29552,9.125349
1587,13.62231,23.89706,7.81508,22.5977,9.367093
1589,13.78251,24.42518,8.143844,23.00182,9.597246
1591,14.09719,24.6152,8.212273,23.24603,9.675724
1593,14.95105,24.8541,8.232393,23.64915,9.799374
1595,15.02696,24.92838,8.385651,23.81995,9.855715
1597,15.09131,25.01584,8.515383,23.83733,9.917557
1599,15.09884,25.11527,8.523844,23.91801,9.955549
1601,15.10435,25.35033,8.509518,24.03691,10.00716
1603,15.09848,25.31117,8.483417,24.04012,10.00259
1605,15.0811,25.22823,8.447729,23.94156,10.00889
1607,15.05834,25.1123,8.4121,23.8399,10.03251
1609,15.01438,24.98982,8.384933,23.81765,9.93257
1611,15.00246,24.94359,8.380691,23.89747,9.905489
1613,15.00672,24.91992,8.375487,23.89844,9.850741
1615,14.98534,24.74117,8.342023,23.69619,9.779337
1617,14.9439,24.67087,8.33248,23.54119,9.669801
1619,14.90099,24.52698,8.321779,23.28667,9.495741
1621,14.80518,24.00253,8.024263,22.55652,9.212958
1623,14.37849,23.66013,7.712077,22.14875,9.122256
1625,13.657,23.33342,7.477282,21.67475,8.900326
1627,13.27674,22.8908,7.253295,21.20286,8.642503
1629,13.06995,22.72816,7.163446,21.12966,8.557998
1631,13.0569,22.69934,7.146056,21.00179,8.492359
1633,13.05887,22.70471,7.131732,20.97703,8.500923
1635,13.06724,22.89601,7.147414,20.95769,8.493633
1637,13.07623,22.94544,7.187727,21.01904,8.537177
1639,13.09501,22.9948,7.22803,20.99116,8.555304
1641,13.12634,23.22811,7.271183,21.24888,8.575457
1643,13.18397,23.23812,7.368311,21.26933,8.648891
1645,13.24159,23.27391,7.441247,21.28978,8.665223
1647,13.29922,23.3258,7.45167,21.30484,8.692563
1649,13.38448,23.36809,7.486006,21.3329,8.705175
1651,13.4638,23.59054,7.554664,21.44862,8.852407
1653,13.45642,23.85855,7.575842,21.38181,8.981738
1655,13.44337,23.55231,7.577413,21.28938,8.846032
1657,13.39316,23.46404,7.547561,21.14775,8.854396
1659,13.34443,23.47467,7.494431,21.05703,8.685878
1661,13.26287,23.4049,7.23595,20.93852,8.59669
1663,13.02362,23.27942,7.032542,20.63274,8.269858
1665,12.81499,23.07137,7.004886,20.43803,8.152864
1667,12.22083,22.3316,6.641156,20.13723,8.082612
1669,11.54574,22.04192,6.501467,19.56557,7.95238
1671,11.26321,21.69176,6.438018,19.2841,7.790067
1673,11.14825,21.60524,6.470309,19.10559,7.716444
1675,11.02638,21.48041,6.396262,18.97255,7.566633
1677,10.82922,21.24568,6.34846,18.78664,7.401785
1679,10.66148,20.95539,6.181588,18.62891,7.268274
1681,10.62357,20.63185,6.122859,18.41623,7.07263
1683,10.6047,20.28815,5.939165,18.0977,6.928052
1685,10.59663,19.75806,5.726791,17.71345,6.690403
1687,10.60103,19.52422,5.479034,17.29278,6.429683
1689,10.63735,19.20677,5.181447,16.74396,6.328221
1691,10.65886,18.54915,5.027164,16.3244,5.884618
1693,10.67605,18.11478,4.729931,15.95069,5.564427
1695,10.6894,17.93457,4.629941,15.55636,5.376506
1697,10.64497,17.33147,4.363781,15.2445,5.056453
1699,10.65423,16.40919,4.106837,14.59457,4.885474
1701,10.68451,16.01349,3.841714,14.2503,4.786219
1703,10.74812,16.01945,3.878571,14.3365,4.782077
1705,10.82888,16.06063,3.897775,14.34729,4.782906
1707,10.9203,16.24207,3.966811,14.46604,4.826056
1709,11.01468,16.41863,3.984076,14.48577,4.829105
1711,11.12981,16.37164,4.141951,14.62846,4.898703
1713,11.24534,16.33868,4.165195,14.72412,4.923518
1715,11.87542,16.55032,4.23905,14.91447,4.985684
1717,12.07693,16.64522,4.306324,15.12081,5.074368
1719,12.26617,16.76748,4.349055,15.25928,5.095972
1721,12.57771,16.55195,4.221778,14.99224,5.055118
1723,12.75757,16.36001,4.20508,15.02108,5.05834
1725,13.11881,16.26973,4.226142,14.90397,5.167536
1727,13.30775,16.13689,4.255058,14.78104,5.234129
1729,13.44956,16.04442,3.97821,14.85651,5.177026
1731,13.23412,15.6911,3.857104,14.64606,5.163555
1733,13.84034,16.68225,4.063752,15.02825,5.362108
1735,13.93969,16.79478,4.123682,15.13642,5.411319
1737,13.95735,16.95348,4.171685,15.24697,5.437525
1739,13.96435,17.11217,4.20842,15.3196,5.451472
1741,14.02142,17.16259,4.258327,15.41816,5.470455
1743,14.07627,17.21216,4.355311,15.54264,5.530622
1745,14.18112,17.41876,4.523357,15.73294,5.635611
1747,14.22116,17.57967,4.596675,15.79427,5.658494
1749,14.32339,17.85272,4.728903,16.05177,5.735505
1751,14.38276,18.1995,4.751566,16.52827,5.851017
1753,14.5042,18.37153,4.812892,16.87098,5.989564
1755,14.58968,18.66757,4.864371,17.14074,6.259995
1757,14.46813,19.06482,4.867266,17.32298,6.249819
1759,14.34272,19.10512,4.858854,17.30325,6.243561
1761,14.20633,18.86739,4.799009,17.12502,6.166921
1763,13.92023,18.73038,4.715114,16.91424,6.031906
1765,13.63872,18.61387,4.676226,16.68496,5.853773
1767,13.3057,18.36803,4.63079,16.59624,5.679564
1769,13.06197,18.18371,4.548393,16.44869,5.502259
1771,13.17088,18.20336,4.483716,16.26837,5.51245
1773,13.15624,18.01525,4.366892,16.18357,5.511657
1775,13.04324,17.72053,4.12452,16.04465,5.405446
1777,12.85913,17.26514,3.864018,15.75484,5.141796
1779,12.81971,17.19867,3.608676,15.64533,5.109138
1781,12.72171,17.14593,3.55073,15.47664,4.943547
1783,12.68092,17.08385,3.567263,15.293,4.891491
1785,12.62611,17.00447,3.575054,15.17961,4.839987
1787,12.56914,16.91264,3.485701,15.0602,4.687127
1789,12.41975,16.64291,3.488671,14.42072,4.358895
1791,12.1071,16.29731,3.23346,14.23163,4.291199
1793,11.24906,15.90896,3.101955,13.76946,4.06149
1795,11.16898,15.83964,3.133573,13.71369,3.993671
1797,11.10044,15.88292,3.014351,13.59341,4.041381
1799,11.08873,15.93185,2.973558,13.62441,4.078651
1801,11.07819,15.88451,2.875568,13.60857,4.073281
1803,11.07236,15.87403,2.726224,13.58936,4.062059
1805,11.10907,15.93675,2.683254,13.69411,4.004719
1807,11.14646,16.05022,2.687531,13.79134,4.092972
1809,11.18518,16.15404,2.691803,13.86388,4.16654
1811,11.23762,16.28269,2.824866,13.95477,4.178898
1813,11.27591,16.29309,2.951303,13.97983,4.186907
1815,11.31475,16.29987,3.070769,13.98997,4.186633
1817,11.35849,16.30691,3.209495,13.9885,4.236409
1819,11.43979,16.48689,3.254802,14.0961,4.243733
1821,11.55345,16.52567,3.294255,14.19961,4.254433
1823,11.70178,16.59353,3.339942,14.38952,4.324172
1825,11.85876,16.67195,3.385357,14.49117,4.438691
1827,12.01865,16.74875,3.430624,14.58642,4.506922
1829,12.19551,17.11864,3.538919,14.67525,4.644989
1831,12.38648,17.34323,3.726363,14.9395,4.775879
1833,12.59151,17.49066,3.769515,15.00903,4.818426
1835,12.91518,17.62607,3.824829,15.20432,4.816409
1837,13.30656,17.7019,3.808124,15.24353,4.789631
